Content,File Name,True Value,Predicted Value,Folder,Source,Date,Perf,direction,point
"Tepki alımlarının güç kazanması için 3,350 direncinin aşılması gerekiyor... Endekste 3,715 zirve seviyesinden başlayan düzeltme hareketinin, 3,225 ara desteği üzerindeki tutunma çabası etkisini sürdürüyor. Haftanın ilk işlem gününü -%0.65 oranında değer kaybıyla tamamlayan piyasada, seans içi yukarı atakların şu aşamada zayıf kaldığını gözlemliyoruz. Sert satış baskısının ardından son günlerde dengelenme çabasının ön plana çıktığı piyasada, 3,225 seviyesini ilk önemli destek noktası olarak izliyoruz. 3,225 üzerinde dengelenmeyi başaracak hareketlerin endekste tepki denemelerini sürdürebileceğini düşünüyoruz. Bu durumda ilk etapta 3,350 olmak üzere 3,400 ve 3,500 seviyelerini hedefleyecek bir yükseliş denemesi gündeme gelebilir. 3,225 ara altına gerileyecek hareketlerin sürdüreceği aşağı baskının ise piyasada yeniden 3,150 desteğini test edebileceği göz önünde bulundurulmalıdır. ",yapikredi_27.09.2022_152.txt,0,0,neg,yapikredi,2022-09-27,-0.15,1,0.15
Yurtdışı piyasalarda ABD faizlerinin artışı ve Avrupada güçlenen resesyon endişeleri ile birlikte zayıf risk algısı sürüyor. Dün BISTde ise son iki haftadır sert satış baskısı yaşayan bankalarda dengelenme çabasının öne çıktığını gördük. Ancak sanayi şirketlerde belirgin bir alım iştahının olmaması BIST-100ün günü yatay seviyede kapatmasına neden oldu. Banka hisseleri açısından yarın gelecek Ağustos ayı toplu sektör verileri önem taşıyor. Endeksteki yatay seyrin devam edeceğini düşünüyoruz.,akbank_28.09.2022_164.txt,0,0,neg,akbank,2022-09-28,-1.84,1,1.84
"Tepki alımlarının güç kazanması için 3,350 direncinin aşılması gerekiyor... Endekste 3,715 zirve seviyesinden başlayan düzeltme hareketinin, 3,225 ara desteği üzerindeki tutunma çabası etkisini sürdürüyor. Salı günü %0.17 oranında değer artışıyla tamamlayan piyasada, seans içi yukarı atakların şu aşamada zayıf kaldığını gözlemliyoruz. Sert satış baskısının ardından son günlerde dengelenme çabasının ön plana çıktığı piyasada, 3,225 seviyesini ilk önemli destek noktası olarak izliyoruz. 3,225 üzerinde dengelenmeyi başaracak hareketlerin endekste tepki denemelerini sürdürebileceğini düşünüyoruz. Bu durumda ilk etapta 3,350 ara direncini aşma denemeleri hakim olacaktır. 3,350 direncinin aşılması ise 3,400 ve 3,500 seviyelerini hedefleyecek bir yükseliş denemesi gündeme gelebilir. 3,225 ara altına gerileyecek hareketlerin sürdüreceği aşağı baskının ise piyasada yeniden 3,150 desteğini test edebileceği göz önünde bulundurulmalıdır. ",yapikredi_28.09.2022_151.txt,0,0,neg,yapikredi,2022-09-28,-1.84,1,1.84
"Endekste 3,350 hedef direnç noktası baskı oluşturmayı sürdürüyor... Endekste sert satış baskısının ardından 3,150 seviyesi üzerinde oluşan tepki alımlarının, 3,350 hedef direnç noktasını aşma denemelerinde zayıf kaldığını gözlemliyoruz. Çarşamba gününü 3,350 hedef direncinin oluşturduğu aşağı baskı kapsamında -%2.07 oranında değer kaybıyla tamamlayan piyasada, gün içerisinde 3,200 seviyesini ilk önemli destek noktası olarak alıyoruz. 3,200 ara desteği üzerinde dengelenmeye çalışacak olan piyasada, yukarı ataklarda ise 3,350 ara direncinin önemini koruyacağını düşünüyoruz. Endeksin kısa vadeli düzeltme hareketini tamamlayarak yeniden yukarı ataklarında güç kazanabilmesi için 3,350 direncinin aşılması gerekiyor. Bu durumda ise piyasada sırasıyla 3,400 ve 3,500 seviyelerini hedefleyecek bir yükseliş denemesi gündeme gelebilir. 3,200 ara desteği altına gerileyecek hareketlerin sürdüreceği aşağı baskının ise piyasada yeniden 3,150 desteğini test edebileceğini göz önünde bulunduruyoruz. ",yapikredi_29.09.2022_150.txt,0,0,neg,yapikredi,2022-09-29,-2.24,1,2.24
"Bir günlük toparlanma çabasının ardından dün BIST özellikle banka, demir/çelik ve telekom hisselerine gelen satışlarla %2yi aşan bir düşüş gösterdi. Dün nispeten olumlu ayrışan hisseler enerji ve petrokimya sektörlerinden geldi. Dün ABD borsalarında ise toparlanma çabası vardı. ABD tarafındaki seyir Avrupa borsalarını da kısmen olumlu etkiledi. Buna karşılık dün olumsuz ayrışan BISTde bugün dengelenme çabası görebiliriz. BISTde güne hafif satış baskısı ile başlanabileceğini düşünüyoruz.",akbank_29.09.2022_163.txt,1,0,pos,akbank,2022-09-29,-2.24,-1,-2.24
"Kısavadeli aşağı hareket devam ediyor... Sert satış baskısının ardından oluşan zayıf tepki alımlarının 3,350 hedef direnç noktasını aşma denemelerinde başarısız kaldığı piyasada, kısa vadeli aşağı hareket devam ediyor. Perşembe gününü 3,350 hedef direncinin oluşturduğu aşağı baskı kapsamında -%1.60 oranında değer kaybıyla tamamlayan piyasada, seans içerisinde düşüşün boyutu -%4.7 seviyesine kadar ulaştı. Haftanın son işlem gününde oluşacak harekette dün test edilen seans içi düşük nokta olan 3,048 seviyesini ilk önemli destek olarak izliyoruz. Yukarı ataklarda ise 3,250 seviyesi ilk önemli direnç noktası olarak izliyoruz. Endeksin kısa vadeli düzeltme hareketini tamamlayarak yeniden yukarı ataklarında güç kazanabilmesi için 3,250 direncinin aşılması gerekiyor. Bu durumunda kısa vadeli ana direnç noktası olarak izlediğimiz 3,350 seviyesini hedefleyecek ataklar gündeme gelebilir. ",yapikredi_30.09.2022_149.txt,0,0,neg,yapikredi,2022-09-30,0.91,-1,-0.91
"Dün BISTde gün içi oynaklığın önceki günlere göre arttığı bir seans izledik. Gün sonunda BIST-100 %1,6 değer kaybederken, perakende, gıda, demir/çelik ve petro kimya hisselerindeki satışlar daha belirgin bir görünüm arz etti. Buna karşılık havacılık ve banka hisselerinin kayıpları daha sınırlı kaldı. Dün yurtdışı tarafta da bir günlük toparlanma çabasının ardından satışların hakim olduğu bir gün yaşandı. Haftanın son işlem gününde yatırımcının risk algısındaki zayıf eğilimin korunacağını ve BIST-100de aşağı eğilimin sürebileceğini tahmin ediyoruz.",akbank_30.09.2022_162.txt,0,0,neg,akbank,2022-09-30,0.91,-1,-0.91
"Geçtiğimiz hafta küresel piyasalarda satış eğiliminin sürdüğü ABD hisse senedi endekslerinin %3lere varan kayıplar gösterdiği, yine ABD endekslerinde üst üste üçüncü çeyreğinde ekside kapatıldığı bir dönem oldu. BIST-100 ise Cuma günü enerji hisselerine gelen alımlarla geçtiğimiz haftayı %3 kayıpla tamamladı. Ancak BIST-100 aylık bazda yatay seyretti. Eylülde banka, GYO ve telekom hisseleri belirgin satıcılı buna karşılık enerji, altın ve perakende hisseleri belirgin alıcılı eğilim gösterdi. Bugün BIST açısından haber akışı olarak Eylül ayı enflasyon verisi öne çıkıyor. Endeksin yeni haftaya dengeli bir seyirle başlayacağını, dar bir aralıkta yatay seyrin korunacağını tahmin ediyoruz.",akbank_03.10.2022_161.txt,0,0,neg,akbank,2022-10-03,6.14,-1,-6.14
Son haftalarda zayıflayan risk iştahının da etkisiyle düzeltmelerin gündeme geldiği ve teknik görünümün zayıflama kaydettiği BIST-100 Endeksinde hisse bazlı hareketler ve yüksek seyreden volatilite ön planda kalmaya devam ediyor. BIST-100 Endeksinde her iki yönde de sert fiyatlamalar yaşanabileceğinden temkinli hareket edilmesi faydalı olacaktır. Endekste yukarı yönlü hareketlerde 3.203 fibo seviyesi ile 3.277 seviyeleri izleyeceğimiz ilk direnç noktalarıdır. Bu seviyeler aşılmadan olası yükselişler tepki mahiyetinde kalabilir. Geri çekilmelerde ise 3.129 seviyesi altında perşembe günü test edilen fibo trend dönüş çizgisinin bulunduğu 3.045 seviyesi yeniden önem kazanacaktır. Trend dönüş çizgisi altında satışlar hız kazanabilir. Bu durumda 2.980  2.924 ve 2.886 seviyeleri takip edilebilir.,gedik_03.10.2022_159.txt,0,0,neg,gedik,2022-10-03,6.14,-1,-6.14
"Küresel piyasalarda gözlenen toparlanma eğilimi ve ana sektörlerde etkili olan alımların etkisiyle BIST-100 Endeksinde dün güçlü bir yükseliş kaydedildi. Bu hususta HALKB cephesindeki haber akışı da bankacılık sektöründe alımların hız kazanmasına katkı sağladı. Dün ana sektörler öncülüğünde genele yayılan alımlar ve yurt dışında korunan pozitif havayı dikkate aldığımızda endekste pozitif bir açılış görebiliriz. Fibonacci düzeltme seviyelerinin %23,6lık kısma denk gelen 3.399 seviyesi üzerinde endekste 3.450 -3.494 ve 3.545 seviyeleri direnç olarak takip edilecektir. Olası kâr satışlarında ise 3.330  3.285  3.240 ve 3.203 seviyeleri destek konumunda bulunmaktadır. Yaşanan sert fiyatlamalar nedeniyle pozisyon alımlarında aktif bir portföy yönetimi önem taşımaktadır.",gedik_04.10.2022_158.txt,1,1,pos,gedik,2022-10-04,0.65,1,0.65
"nomik Araştırmalar İhracat ve İthalat (yıllık % değişim) Dış Ticaret 4 Ekim 2022 Makro: Dış açık Eylül'de yüksek seyretmeye devam etti "" (milyar $) Eyl.21 Eyl.22 Yıllık % Değ. Ocak--Eylül  2021 Ocak--Eylül  2022 Yıllık % Değ. İhracat 20,7 22,6 9,2% 160,8 188,2 17,0% İthalat 23,3 33,0 41,5% 193,2 272,0 40,8% Altın İthalatı 0,5 3,1 543,4% 6,0 14,2 138,2% Altın Hariç İthalat 22,8 29,9 30,87% 187,3 257,8 37,7% Enerji İthalatı 4,4 9,6 115% 31,5 73,8 134,5% Enerji Hariç İthalat 18,9 23,4 24,2% 161,7 198,2 22,5% Altın ve Enerji Hariç İthalat 18,4 20,3 10,5% 155,8 184,0 18,1% Dış Ticaret Açığı -2,6 -10,38 298,5% -32,4 -83,8 158,5% İhracatın İthalatı  Karşılama Oranı 88,8% 68,5% 83,2% 69,2% 9,2% 41,5% -60% -40% -20% 0% 20% 40% 60% 80% 100% 120% 09/17 12/17 03/18 06/18 09/18 12/18 03/19 06/19 09/19 12/19 03/20 06/20 09/20 12/20 03/21 06/21 09/21 12/21 03/22 06/22 09/22 İhracat İthala",akbank_04.10.2022_160.txt,1,1,pos,akbank,2022-10-04,0.65,1,0.65
"BIST-100 dün havacılık ve enerji şirketleri öncülüğünde günü %1,9 yükselişle tamamladı. Banka endeksi ise bir önceki günkü güçlü hareket sonrası yatay kadı. BIST, yurtdışı borsaların yükseliş hareketine iştirak etmiş görünüyor ancak içeride yükselişin gücü daha fazla. 3Ç22 sonuçlarına ilişkin beklentiler yavaş yavaş oluşturulmaya başlandı. Hisse ve sektör bazlı ayrışmaların devam etmesini bekliyoruz.",akbank_05.10.2022_159.txt,1,1,pos,akbank,2022-10-05,-0.07,-1,-0.07
"Yükselişin ilk önemli desteği olarak 3,400 seviyesini izliyoruz... Haftanın ilk işlem gününde oluşan güçlü seyir kapsamında 3,250 seviyesinde bulunan ara direnç noktasının kırılmasıyla 13 Eylül tarihinde başladığı ara düzeltme trendini tamamlayan piyasada yukarı hareket devam ediyor. Salı gününü % 1.94 oranında yükselişle tamamlamayı başaran piyasada, son iki günde oluşan alım eğilimi kapsamında 3,400 seviyesini ilk önemli destek noktası olarak izliyoruz. Gün içerisinde 3,400 üzerinde dengelenmeyi başaracak hareketlerin sürdüreceği alım eğiliminin ise önümüzdeki günlerde piyasada ilk etapta 3,500 olmak üzere 3,715 zirve seviyesini hedefleyebileceğini düşünüyoruz. Dolayısıyla henüz kısa vadeli yükseliş potansiyelini koruyan piyasada, 3,400 ara desteği üzerindeki hareketleri şu aşamada yükseliş yönünde izlemeyi sürdürüyoruz. ",yapikredi_05.10.2022_146.txt,1,1,pos,yapikredi,2022-10-05,-0.07,-1,-0.07
"Bankacılık sektöründeki alımların desteğiyle haftaya güçlü bir yükselişle başlayan BIST-100 Endeksinde dün de alıcılı seyir etkisini sürdürdü. Yurt dışındaki pozitif havanın katkısıyla yukarı yönlü seyrini sürdüren Borsa İstanbulda alım iştahının önceki güne kıyasla zayıflama kaydettiği görülürken, hisse ve sektörel bazlı ayrışmalar ön planda kalmaya devam etti. Endekste yükselişlerin devamlılığı açısından fibo düzeltme seviyelerinin %23,6lık kısmına denk gelen 3.399 seviyesi üzerinde tutunmanın korunması önem taşımaktadır. Bu seviye üzerinde kalındığı sürece 3.480  3.494 ve 3.545 seviyeleri kısa vadeli direnç olarak izlenebilir. Geri çekilmelerde ise 3.399 altına sarkmalarda kâr satışlarının devamı beklenebilir. Bu durumda 3.330  3.280 ve 3.203 seviyeleri destek konumunda bulunmaktadır.",gedik_05.10.2022_157.txt,1,1,pos,gedik,2022-10-05,-0.07,-1,-0.07
"Dün banka ve demir çelik hisselerindeki satış baskısına rağmen BIST-100, özellikle kuvvetli alımlar gözlediğimiz havacılık ve kimya sektör hisseleri ile günü %0,8 artıda kapattı. Yurtdışı tarafta ise ABD hisse endekslerinde açılış itibarıyla gördüğümüz satışlar gün içerisinde hızlı bir toparlanmaya döndü ve gün sonu kayıp sınırlı kaldı. Bugün de yurtdışında vadeli endekslerin alıcılı olduğunu görüyoruz. BIST üzerinde yurtdışının kısa vadeli olumlu seyri ve üçüncü çeyrek bilanço beklentileri belirleyici olacaktır. Hisse değişimleri ile endeksin hafif yukarı yönlü bant eğiliminin bir süre daha devam etmesini bekliyoruz.",akbank_06.10.2022_158.txt,1,1,pos,akbank,2022-10-06,0.97,1,0.97
"4000 seviyesini ilk önemli direnç noktası olarak izlemeyi sürdürüyoruz... Endeks 30 Kontratında 13 Eylül tarihinde başlayan aşağı hareketin 3,378 üzerinde oluşturduğu yükselişi eğilimi devam ediyor Çarşamba gününü %0.24 oranında değer artışıyla tamamlayan kontratta, son günlerin kritik direnç noktası olarak izlediğimiz 3,750 seviyesinin aşılmasıyla kısa vadeli yükselişe geçiş onaylanmış oldu. Böylece piyasada ilk etapta 4,000 ara hedef noktasını aşma denemeleri etkisini sürdürecektir. 4.000 direncinin aşılması ise piyasada ara hedef olarak 4,250, ardından ise 4,424 zirve seviyesini hedefleyecek yükseliş eğiliminin devamını getirecektir. Geri çekilmelerde ise 3,750 seviyesini ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. 3,750 üzerinde dengelenmeyi başaracak hareketler kontratta gün içi yükselişin devamını getirecektir. Şu aşamada yükseliş potansiyelini koruyan piyasada, 3,750 seviyesinin aynı zamanda stop loss olarak alınmasını öneriyoruz. ",yapikredi_06.10.2022_145.txt,1,1,pos,yapikredi,2022-10-06,0.97,1,0.97
"Yurt dışında kâr satışlarının yaşandığı günde BIST-100 Endeksi dalgalı bir görünüm ortaya koydu. Kapanışa doğru etkili olan alımlarla endeks günü yükselişle tamamlarken, hisse ve sektörel bazlı ayrışmalar ön planda kalmaya devam ediyor. Endeks cephesinde gün içinde gözlenen volatilite ve hisse bazlı ayrışmalar yakından takip edilmelidir. Endekste yükselişlerin devamında 3.508 ve 3.545 seviyeleri kısa vadeli direnç olarak izlenebilir. 3.545 seviyesinin aşılması durumunda alımların ivme kazandığı görülebilir ve ilk olarak 3.600 devamında 3.700lü seviyelere doğru bir hareket başlayabilir. Geri çekilmelerde ise fibo düzeltme seviyelerinin %23,6lık kısmına denk gelen 3.399 seviyesi ilk önemli destek noktasıdır. Bu seviye altında hız kazanan satışlarla 3.330  3.280 bölgesi test edilebilir.",gedik_06.10.2022_156.txt,0,1,neg,gedik,2022-10-06,0.97,-1,-0.97
"Yurt dışında dün zayıf bir görünüm etkili olurken, BIST-100 Endeksinin pozitif ayrışarak yükseliş eğilimini sürdürdüğü görüldü. Bu hafta alıcılı bir seyrin öne çıktığı ve teknik görünümün iyileşme kaydettiği endekste sektörel ve hisse bazlı ayrışmalar da etkisini sürdürüyor. Dün direnç olarak belirttiğimiz 3.545 seviyesi üzerinde bir kapanışın yaşanması olumlu buluyoruz. Kısa vadede bu seviye üzerinde tutunmanın korunması durumunda yükseliş eğiliminin devamı beklenebilir. Bu durumda 3.590  3.650 ve tarihi zirvenin bulunduğu 3.715 seviyesi direnç olarak takip edilebilir. ABDde tarım dışı istihdam verisinin izlenecek günde olası kâr satışlarında 3.545 seviyesi altında 3.500  3.480 aralığı ilk destek bölgesi olarak takip edilecek olup, devamında 3.399 seviyesi destek olarak önem kazanacaktır.",gedik_07.10.2022_155.txt,1,1,pos,gedik,2022-10-07,0.11,1,0.11
"13 Eylül tarihinde başladığı ara düzeltme hareketini 3,250 ara direnç noktasının aşılmasıyla tamamlayan piyasada, Pazartesi günü güç kazanan yukarı hareket etkisini sürdürüyor. Perşembe gününü % 1.99 oranında yükselişle tamamlamayı başaran piyasada, ilk önemli direnç noktası olarak izlediğimiz 3,500 seviyesinin yukarı geçildiğini gözlemliyoruz. Haftanın son işlem gününde seans içi geri çekilmelerde ilk önemli destek noktası olarak 3,500 seviyesini izliyoruz. 3,500 üzerindeki hareketlerde devam edecek alım eğiliminin ise piyasada 3,715 zirve seviyesini hedefleyecek seyri sürdürebileceğini düşünüyoruz. Dolayısıyla kısa vadeli yükseliş potansiyelini koruyan piyasada, bir alt destek olan 3,400 üzerindeki hareketleri şu aşamada yükseliş yönünde izlemeyi sürdürüyoruz. ",yapikredi_07.10.2022_144.txt,1,1,pos,yapikredi,2022-10-07,0.11,1,0.11
"Dün yurtdışı taraf zayıf kapanışlar yaparken, BIST-100 özellikle banka hisselerine gelen alımlarla günü %2,0 artıda kapattı. Sanayi endeksi de %2ye yakın arttı. Hisse hareketlerinde ucuz kaldığı düşünülen hisselere yönelim ve 3Ç22 beklentilerinin öne çıktığını düşünüyoruz. Haftanın son gününde BISTin bu eğilimi korumaya çalışacağını düşünüyoruz.",akbank_07.10.2022_157.txt,0,0,neg,akbank,2022-10-07,0.11,-1,-0.11
"BIST-100 endeksi geçtiğimiz haftayı havacılık, enerji ve kimya hisselerinin öncülüğünde %12 yukarıda tamamlarken, haftanın son günü yurtdışı piyasalardaki zayıflığın da etkisiyle yatay seyir gözlendi. ABD hisse endeksleri Cuma günü BIST kapanışı sonrası %3-4 düzeyinde kayıplar verdi. Satıcılı seyir güçlü işgücü verisinin faiz artışlarının kalıcılığına dair yarattığı endişelerden kaynaklandı. Yeni haftaya başlarken yurtiçinde analistlerin 3.çeyrek bilanço beklentilerinin öne çıkmasını bekliyoruz. Bilançolar açısından sektörel bazda güçlü beklentiler olsa da yurtdışının zayıf seyri nedeniyle BISTde haftaya başlangıcın yatay seviyelerden olmasını bekliyoruz.",akbank_10.10.2022_156.txt,0,0,neg,akbank,2022-10-10,0.22,-1,-0.22
"Geçen hafta güçlü yükselişlerin yaşandığı ve yurt dışına kıyasla pozitif ayrışmanın gözlendiği BIST-100 Endeksinde sektörel ve hisse bazlı ayrışmalar ön planda kalmaya devam ediyor. Endeksin pozitif ayrışmasını sürdürmesi ve 3.545 seviyesi üzerinde tutunmanın korunması halinde 3.600  3.650 ve tarihi zirvenin bulunduğu 3.715 seviyesi direnç olarak takip edilecektir. Ancak yeniden ön plana çıkan agresif sıkılaşma endişelerine bağlı olarak yurt dışındaki zayıflamanın sürmesi ve bu durumun endeks üzerinde baskı oluşturması halinde izleyeceğimiz ilk destek bölgesi 3.500  3.480 aralığında bulunmaktadır. Bu bölge altında temmuz ayının ikinci yarısından sonra yaşanan yükselişlere çekilen fibonacci düzeltme seviyelerinin %23,6lık kısmına denk gelen 3.399 seviyesi destek olarak önem kazanacaktır.",gedik_10.10.2022_154.txt,1,1,pos,gedik,2022-10-10,0.22,1,0.22
"3500 ara hedef noktasını yukarı geçen piyasada, 3,715 zirvesine yönelik hareketin devamını bekliyoruz... 13 Eylül tarihinde başladığı ara düzeltme hareketini 3,250 ara direnç noktasının aşılmasıyla tamamlayan piyasada, Pazartesi günü güç kazanan yukarı hareket etkisini sürdürüyor. Cuma gününü %0.39 oranında yükselişle tamamlamayı başaran piyasada, ilk önemli direnç noktası olarak izlediğimiz 3,500 seviyesinin yukarı geçildiğini gözlemliyoruz. Haftanın ilk işlem gününde seans içi geri çekilmelerde ilk önemli destek noktası olarak 3,500 seviyesini izliyoruz. 3,500 üzerindeki hareketlerde devam edecek alım eğiliminin ise piyasada 3,715 zirve seviyesini hedefleyecek seyri sürdürebileceğini düşünüyoruz. Dolayısıyla kısa vadeli yükseliş potansiyelini koruyan piyasada, bir alt destek olan 3,400 üzerindeki hareketleri şu aşamada yükseliş yönünde izlemeyi sürdürüyoruz. ",yapikredi_10.10.2022_143.txt,1,1,pos,yapikredi,2022-10-10,0.22,1,0.22
"BISTde dün enerji, telekom, demir/çelik ve havacılık hisselerinin kısmen olumlu ayrıştığı buna karşılık bankalar ve diğer mali sektör hisselerinde satışların devam ettiği bir eğilim gözledik. BİST-100 yurtdışı borsalardaki satışların sürüyor olmasına rağmen günü %0,4 artıda kapattı. Haber akışı olarak bugün gelecek cari denge verisi önem taşıyor. Ayrıca gelecek hafta başlayacak 3. çeyrek bilanço dönemi öncesi analist beklentileri de takip edilecek. BISTde dar bantta devam eden hafif yukarı eğilimli hareketin devam etmesini bekliyoruz.",akbank_11.10.2022_155.txt,1,1,pos,akbank,2022-10-11,-0.52,-1,-0.52
"Haftaya global eğilime paralel sınırlı zayıf eğilimle başlangıç beklediğimiz  endekste ilk aşamada 3500-3490 destek, 3610-3630 direnç bölgelerinin son 6 işlem gününde  oluşan toparlanma eğiliminde yönün belirlenmesi noktasında belirleyici olmasını bekliyoruz.  Yakın vade açısından küresel risk iştahı, gerek genel olumlu öngörülerimizin gerekse de bilanço  beklentilerinin fiyatlanması noktasında önem taşıyor.Söz konusu eğilim içinde Cuma günü itibariyle  artan sıkışma açısından toparlanmanın devamı noktasında 3610-3630 bölgesinin aşılması gerektiğini  düşünüyoruz. Böyle bir eğilimde 3660-3710 bölgesine yönelik yükselişlerin ise kısa vadeli aşırılaşma  riskini artırmasını bekleriz. 3500-3490 destek bölgesinde bir kırılma halinde ise belirttiğimiz kısa  vadeli aşırılaşma görünümü öne çekilerek, 3450-3380 desteklerine yönelik riskleri artırabilir.",garanti_11.10.2022_248.txt,1,1,pos,garanti,2022-10-11,-0.52,-1,-0.52
"Haftaya global eğilime paralel sınırlı zayıf eğilimle başlangıç beklediğimiz  endekste ilk aşamada 3500-3490 destek, 3610-3630 direnç bölgelerinin son 6 işlem gününde  oluşan toparlanma eğiliminde yönün belirlenmesi noktasında belirleyici olmasını bekliyoruz.  Yakın vade açısından küresel risk iştahı, gerek genel olumlu öngörülerimizin gerekse de bilanço  beklentilerinin fiyatlanması noktasında önem taşıyor.Söz konusu eğilim içinde Cuma günü itibariyle  artan sıkışma açısından toparlanmanın devamı noktasında 3610-3630 bölgesinin aşılması gerektiğini  düşünüyoruz. Böyle bir eğilimde 3660-3710 bölgesine yönelik yükselişlerin ise kısa vadeli aşırılaşma  riskini artırmasını bekleriz. 3500-3490 destek bölgesinde bir kırılma halinde ise belirttiğimiz kısa  vadeli aşırılaşma görünümü öne çekilerek, 3450-3380 desteklerine yönelik riskleri artırabilir.",garanti_11.10.2022_160.txt,1,1,pos,garanti,2022-10-11,-0.52,-1,-0.52
"Haftaya global eğilime paralel sınırlı zayıf eğilimle başlangıç beklediğimiz  endekste ilk aşamada 3500-3490 destek, 3610-3630 direnç bölgelerinin son 6 işlem gününde  oluşan toparlanma eğiliminde yönün belirlenmesi noktasında belirleyici olmasını bekliyoruz.  Yakın vade açısından küresel risk iştahı, gerek genel olumlu öngörülerimizin gerekse de bilanço  beklentilerinin fiyatlanması noktasında önem taşıyor.Söz konusu eğilim içinde Cuma günü itibariyle  artan sıkışma açısından toparlanmanın devamı noktasında 3610-3630 bölgesinin aşılması gerektiğini  düşünüyoruz. Böyle bir eğilimde 3660-3710 bölgesine yönelik yükselişlerin ise kısa vadeli aşırılaşma  riskini artırmasını bekleriz. 3500-3490 destek bölgesinde bir kırılma halinde ise belirttiğimiz kısa  vadeli aşırılaşma görünümü öne çekilerek, 3450-3380 desteklerine yönelik riskleri artırabilir.",garanti_11.10.2022_208.txt,1,1,pos,garanti,2022-10-11,-0.52,-1,-0.52
"Haftaya global eğilime paralel sınırlı zayıf eğilimle başlangıç beklediğimiz  endekste ilk aşamada 3500-3490 destek, 3610-3630 direnç bölgelerinin son 6 işlem gününde  oluşan toparlanma eğiliminde yönün belirlenmesi noktasında belirleyici olmasını bekliyoruz.  Yakın vade açısından küresel risk iştahı, gerek genel olumlu öngörülerimizin gerekse de bilanço  beklentilerinin fiyatlanması noktasında önem taşıyor.Söz konusu eğilim içinde Cuma günü itibariyle  artan sıkışma açısından toparlanmanın devamı noktasında 3610-3630 bölgesinin aşılması gerektiğini  düşünüyoruz. Böyle bir eğilimde 3660-3710 bölgesine yönelik yükselişlerin ise kısa vadeli aşırılaşma  riskini artırmasını bekleriz. 3500-3490 destek bölgesinde bir kırılma halinde ise belirttiğimiz kısa  vadeli aşırılaşma görünümü öne çekilerek, 3450-3380 desteklerine yönelik riskleri artırabilir.",garanti_11.10.2022_216.txt,1,1,pos,garanti,2022-10-11,-0.52,-1,-0.52
Borsa İstanbul'da dalgalı seyir,haberler_11.10.2022.txt,0,0,neg,haberler,2022-10-11,-0.52,1,0.52
"Haftaya global eğilime paralel sınırlı zayıf eğilimle başlangıç beklediğimiz  endekste ilk aşamada 3500-3490 destek, 3610-3630 direnç bölgelerinin son 6 işlem gününde  oluşan toparlanma eğiliminde yönün belirlenmesi noktasında belirleyici olmasını bekliyoruz.  Yakın vade açısından küresel risk iştahı, gerek genel olumlu öngörülerimizin gerekse de bilanço  beklentilerinin fiyatlanması noktasında önem taşıyor.Söz konusu eğilim içinde Cuma günü itibariyle  artan sıkışma açısından toparlanmanın devamı noktasında 3610-3630 bölgesinin aşılması gerektiğini  düşünüyoruz. Böyle bir eğilimde 3660-3710 bölgesine yönelik yükselişlerin ise kısa vadeli aşırılaşma  riskini artırmasını bekleriz. 3500-3490 destek bölgesinde bir kırılma halinde ise belirttiğimiz kısa  vadeli aşırılaşma görünümü öne çekilerek, 3450-3380 desteklerine yönelik riskleri artırabilir.",garanti_11.10.2022_200.txt,1,1,pos,garanti,2022-10-11,-0.52,-1,-0.52
"Haftaya global eğilime paralel sınırlı zayıf eğilimle başlangıç beklediğimiz  endekste ilk aşamada 3500-3490 destek, 3610-3630 direnç bölgelerinin son 6 işlem gününde  oluşan toparlanma eğiliminde yönün belirlenmesi noktasında belirleyici olmasını bekliyoruz.  Yakın vade açısından küresel risk iştahı, gerek genel olumlu öngörülerimizin gerekse de bilanço  beklentilerinin fiyatlanması noktasında önem taşıyor.Söz konusu eğilim içinde Cuma günü itibariyle  artan sıkışma açısından toparlanmanın devamı noktasında 3610-3630 bölgesinin aşılması gerektiğini  düşünüyoruz. Böyle bir eğilimde 3660-3710 bölgesine yönelik yükselişlerin ise kısa vadeli aşırılaşma  riskini artırmasını bekleriz. 3500-3490 destek bölgesinde bir kırılma halinde ise belirttiğimiz kısa  vadeli aşırılaşma görünümü öne çekilerek, 3450-3380 desteklerine yönelik riskleri artırabilir.",garanti_11.10.2022_256.txt,1,1,pos,garanti,2022-10-11,-0.52,-1,-0.52
